funding_total_usd ;market ;funding_rounds;seed;venture;equity_crowdfunding;undisclosed;debt_financing;angel;grant;private_equity;post_ipo_equity;post_ipo_debt;secondary_market;product_crowdfunding;round_A;round_B;round_C;round_D;round_E;round_F;round_G;round_H;Status;firm_age
25000;Software ;1;0;0;0;0;25000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1.27E+07;Analytics ;2;1700000;11000000;0;0;0;0;0;0;0;0;0;0;11000000;0;0;0;0;0;0;0;1;15
1500000;Search ;1;0;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1.65E+07;VoIP ;4;0;9500000;0;0;7000807;0;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;1;23
1.94E+07;Software ;5;0;9845695;0;0;9600000;0;0;0;0;0;0;0;6000000;0;0;0;0;0;0;0;1;30
1.00E+07;Biotechnology ;1;0;10000000;0;0;0;0;0;0;0;0;0;0;10000000;0;0;0;0;0;0;0;1;12
1.80E+07;Biotechnology ;1;0;18000000;0;0;0;0;0;0;0;0;0;0;0;18000000;0;0;0;0;0;0;1;16
1454259;Clean Technology ;3;90000;1364259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
8.01E+07;Biotechnology ;6;0;30128447;0;0;0;0;0;50000135;0;0;0;0;0;0;0;0;4100000;20000000;0;0;1;20
4.30E+07;Biotechnology ;1;0;43000000;0;0;0;0;0;0;0;0;0;0;43000000;0;0;0;0;0;0;0;1;12
8.75E+07;Technology ;4;0;87500000;0;0;0;0;0;0;0;0;0;0;7500000;15000000;35000000;30000000;0;0;0;0;1;17
7.35E+07;Advertising ;10;0;54000000;0;7000100;0;0;0;12500000;0;0;0;0;13500000;20000000;15000000;0;0;0;0;0;1;18
260000;Education ;3;260000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
100000;Hardware + Software ;1;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
2706000;Biotechnology ;4;0;2506000;0;0;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
2860000;Market Research ;3;400000;2460000;0;0;0;0;0;0;0;0;0;0;2460000;0;0;0;0;0;0;0;1;14
618000;Education ;3;168000;0;0;0;0;450000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
18000;Education ;1;18000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
8100000;Education ;2;2100000;6000000;0;0;0;0;0;0;0;0;0;0;6000000;0;0;0;0;0;0;0;1;15
50000;Technology ;1;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
3.03E+07;Publishing ;5;0;30260000;0;0;0;0;0;0;0;0;0;0;4500000;15000000;5000000;0;0;0;0;0;1;19
9000000;Nonprofits ;1;0;0;0;0;0;0;9000000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
120000;Education ;1;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
685000;Health and Wellness ;1;685000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
600000;Education ;1;600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1352713;Biotechnology ;2;0;1052713;0;0;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
530000;Education ;1;530000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
290000;Enterprise Software ;2;290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
15000;Education ;1;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
20000;Education ;1;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
350000;Curated Web ;2;350000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
400000;Internet of Things ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
50000;Sports ;1;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
721566;Biotechnology ;1;0;721566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
4.50E+07;Biotechnology ;1;0;45000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
3164325;Biotechnology ;1;0;0;0;0;3164325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22
600000;Big Data ;1;600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
4125000;Clean Technology ;2;0;4125000;0;0;0;0;0;0;0;0;0;0;3500000;0;0;0;0;0;0;0;1;19
6000000;Advertising ;1;0;6000000;0;0;0;0;0;0;0;0;0;0;0;0;6000000;0;0;0;0;0;1;23
200000;Entertainment ;1;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2.60E+07;Flash Storage ;1;0;0;0;0;0;0;0;26000002;0;0;0;0;0;0;0;0;0;0;0;0;1;23
295000;Curated Web ;3;250000;0;0;0;0;0;45000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2.34E+07;Biotechnology ;3;0;15917335;0;0;0;0;0;7499997;0;0;0;0;0;12000000;0;0;0;0;0;0;1;23
300000;Social Media ;1;0;0;0;0;0;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
880000;Internet Marketing ;1;880000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
2500000;Consulting ;1;0;2500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28
1658525;Public Transportation ;1;0;0;0;0;1658525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
8864292;Enterprise Software ;2;0;8864292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7600000;0;0;0;1;31
1850000;Sensors ;2;1850000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
3000000;Payments ;1;3000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
300000;Mobile ;1;0;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
12550;Biotechnology ;2;12550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
2.05E+07;Software ;1;0;20500000;0;0;0;0;0;0;0;0;0;0;0;0;20500000;0;0;0;0;0;1;25
1.13E+08;Curated Web ;2;0;113000000;0;0;0;0;0;0;0;0;0;0;3000000;110000000;0;0;0;0;0;0;1;25
8595974;Enterprise Software ;3;0;8595974;0;0;0;0;0;0;0;0;0;0;4800000;0;0;0;0;0;0;0;1;18
1.41E+07;Biotechnology ;2;0;14113123;0;0;0;0;0;0;0;0;0;0;14113123;0;0;0;0;0;0;0;1;17
1.99E+07;Advertising ;6;0;19862991;0;0;0;0;0;0;0;0;0;0;3200000;8000000;2000000;1017308;0;0;0;0;1;19
1.40E+07;Clean Technology ;2;0;14000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
1.55E+07;Enterprise Software ;4;0;10000000;0;0;5500000;0;0;0;0;0;0;0;10000000;0;0;0;0;0;0;0;1;24
4.00E+07;Clean Technology ;2;0;40000000;0;0;0;0;0;0;0;0;0;0;0;0;0;18500000;0;0;0;0;1;25
2.20E+07;Software ;2;0;16000000;0;0;6000000;0;0;0;0;0;0;0;0;16000000;0;0;0;0;0;0;1;25
1000000;Messaging ;1;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
800000;Mobile ;2;800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
27000;Automotive ;1;0;0;27000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
400000;Software ;1;0;0;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
4.40E+07;Health Care ;2;0;44000000;0;0;0;0;0;0;0;0;0;0;0;18000000;26000000;0;0;0;0;0;1;30
2605000;Real Estate ;2;1700000;0;0;0;905000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1.41E+07;Hardware + Software ;3;0;9069222;0;0;5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
4500000;Enterprise Software ;2;0;4500000;0;0;0;0;0;0;0;0;0;0;0;0;4500000;0;0;0;0;0;1;27
40000;Games ;1;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
9.48E+07;Curated Web ;5;0;94828397;0;0;0;0;0;0;0;0;0;0;12000000;50000000;0;0;0;0;0;0;1;27
3.00E+07;Virtual Workforces ;1;0;30000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
5500000;Software ;1;0;5500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
2000000;Biotechnology ;1;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22
3400000;Enterprise Software ;1;0;3400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1.36E+07;PaaS ;3;4600000;9000000;0;0;0;0;0;0;0;0;0;0;9000000;0;0;0;0;0;0;0;1;14
1.04E+08;Search ;3;0;104000000;0;0;0;0;0;0;0;0;0;0;10000000;24000000;70000000;0;0;0;0;0;1;13
1.46E+07;Enterprise Software ;2;0;14600000;0;0;0;0;0;0;0;0;0;0;2600000;12000000;0;0;0;0;0;0;0;18
5.10E+07;Biotechnology ;4;0;51045109;0;0;0;0;0;0;0;0;0;0;1200000;25125008;24720101;0;0;0;0;0;1;15
1250000;Curated Web ;1;1250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
8000000;Clean Technology ;2;0;8000000;0;0;0;0;0;0;0;0;0;0;2600000;0;0;0;0;0;0;0;1;20
5.00E+07;TV Production ;1;0;0;0;0;50000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
5000;Hardware + Software ;1;0;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
5.05E+07;Health Care ;2;500000;50000000;0;0;0;0;0;0;0;0;0;0;50000000;0;0;0;0;0;0;0;1;20
720000;Hardware + Software ;1;0;0;0;0;720000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
1541854;Biotechnology ;3;0;1047445;0;0;494409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
385000;Hardware ;1;385000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28
475000;Green ;1;0;0;475000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
6500000;Biotechnology ;1;0;0;0;0;6500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
1.83E+08;Clean Technology ;1;0;183000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
1.10E+07;Security ;1;0;11000000;0;0;0;0;0;0;0;0;0;0;0;0;11000000;0;0;0;0;0;1;23
2.76E+07;Video ;4;1550000;26050000;0;0;0;0;0;0;0;0;0;0;5550000;7500000;13000000;0;0;0;0;0;1;19
6.28E+07;Hospitality ;1;0;62814000;0;0;0;0;0;0;0;0;0;0;62814000;0;0;0;0;0;0;0;1;18
2.73E+07;Health Care ;2;0;27329746;0;0;0;0;0;0;0;0;0;0;0;24000000;0;0;0;0;0;0;1;17
100000;Education ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
1.00E+07;Education ;1;0;10000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
2.94E+08;Clean Technology ;4;0;294000000;0;0;0;0;0;0;0;0;0;0;40000000;0;100000000;50000000;104000000;0;0;0;1;18
500000;Video ;1;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
1.22E+07;Software ;5;0;11200000;0;0;950000;0;0;0;0;0;0;0;7200000;4000000;0;0;0;0;0;0;1;14
500000;Software ;1;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
8.94E+07;Biotechnology ;4;0;89400001;0;0;0;0;0;0;0;0;0;0;47000000;30000000;0;0;0;0;0;0;1;18
7.50E+07;Health Care ;3;0;55000000;0;0;0;0;0;0;20000000;0;0;0;55000000;0;0;0;0;0;0;0;1;15
125000;Internet ;1;0;125000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
138000;Hardware + Software ;1;0;0;0;0;0;0;0;0;0;0;0;138000;0;0;0;0;0;0;0;0;1;15
100000;Health and Wellness ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
200000;Twitter Applications ;2;0;0;0;0;0;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
100000;Entertainment ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
2025000;Search ;2;0;2025000;0;0;0;0;0;0;0;0;0;0;2025000;0;0;0;0;0;0;0;1;14
23000;Entertainment ;1;0;0;0;0;23000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
1000000;Sports ;1;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
202049;Health Care ;1;0;202049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
500;Automotive ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
2005038;Biotechnology ;3;0;1205038;0;0;0;0;0;0;800000;0;0;0;0;0;0;0;0;0;0;0;1;29
250000;Biotechnology ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
5299700;Health Care ;1;0;5299700;0;0;0;0;0;0;0;0;0;0;5299700;0;0;0;0;0;0;0;1;21
5.80E+07;Pharmaceuticals ;2;0;58000000;0;0;0;0;0;0;0;0;0;0;0;0;46000000;12000000;0;0;0;0;1;26
7100000;Health and Wellness ;2;0;7100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1.35E+07;Web Hosting ;1;0;13500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
5850000;Software ;3;0;5850000;0;0;0;0;0;0;0;0;0;0;2350000;0;0;0;0;0;0;0;1;19
910000;Weddings ;3;300000;0;0;0;0;610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
5935000;Networking ;2;435000;5500000;0;0;0;0;0;0;0;0;0;0;5500000;0;0;0;0;0;0;0;1;12
1555000;Curated Web ;1;0;1555000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
3.58E+07;Enterprise Software ;2;0;35800000;0;0;0;0;0;0;0;0;0;0;0;12800000;23000000;0;0;0;0;0;1;26
500000;Internet Marketing ;1;0;0;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
250000;Nonprofits ;1;0;0;0;0;0;0;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
234483;Software ;1;0;234483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
2.50E+07;Social Media ;1;0;25000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29
225000;Social Commerce ;1;225000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2308463;Medical ;1;0;2308463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1000000;Public Transportation ;2;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1250000;Developer APIs ;2;1250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1020000;Curated Web ;4;700000;0;0;0;320000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
280000;Facebook Applications ;2;0;280000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
1706750;Hardware + Software ;2;0;1706750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1.24E+07;Virtualization ;2;0;12400000;0;0;0;0;0;0;0;0;0;0;0;4000000;0;0;0;0;0;0;1;19
5300000;Price Comparison ;4;800000;4500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
3.20E+07;Software ;2;0;32000000;0;0;0;0;0;0;0;0;0;0;0;18000000;14000000;0;0;0;0;0;1;16
1750000;Consumer Electronics ;4;1750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
686000;Software ;1;686000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1.85E+07;Biotechnology ;3;0;18500003;0;0;0;0;0;0;0;0;0;0;7500000;6000000;0;0;0;0;0;0;1;15
1500000;Video ;2;1000000;0;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
682249;Reviews and Recommendations ;1;0;0;0;0;682249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
3.95E+07;Games ;4;0;38700000;0;0;750000;0;0;0;0;0;0;0;0;0;0;12000000;14400000;0;0;0;1;25
300000;Hardware + Software ;1;0;0;0;0;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
2400000;Security ;3;1000000;0;0;0;600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22
1.58E+07;Travel ;1;0;15800000;0;0;0;0;0;0;0;0;0;0;15800000;0;0;0;0;0;0;0;1;15
7.19E+07;Clean Technology ;6;0;70838334;0;0;1062500;0;0;0;0;0;0;0;0;0;2048334;11790000;12500000;32000000;12500000;0;1;26
7500000;Software ;1;0;7500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
1.33E+07;Software ;1;0;13300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26
4628086;Health and Wellness ;3;0;4628086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22
5000000;Software ;2;0;5000000;0;0;0;0;0;0;0;0;0;0;2000000;3000000;0;0;0;0;0;0;0;19
9500000;Manufacturing ;2;0;9500000;0;0;0;0;0;0;0;0;0;0;0;3000000;6500000;0;0;0;0;0;1;16
1.12E+07;Health Care ;2;0;0;0;0;11215079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
8.16E+07;Education ;11;0;10000000;0;0;0;0;71600000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
6000000;Software ;1;0;6000000;0;0;0;0;0;0;0;0;0;0;0;6000000;0;0;0;0;0;0;1;13
128048;Social Media ;1;0;128048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
750000;Social Media ;1;750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
1.40E+07;Enterprise Software ;2;0;13950000;0;0;0;0;0;0;0;0;0;0;7700000;6250000;0;0;0;0;0;0;1;14
1000000;Biotechnology ;1;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
1796000;Industrial Automation ;7;60000;0;0;0;0;0;1270000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
18000;Educational Games ;1;18000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1.94E+07;Education ;2;0;19391496;0;0;0;0;0;0;0;0;0;0;19391496;0;0;0;0;0;0;0;1;14
40000;Software ;1;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1.30E+07;Hardware + Software ;2;0;13000000;0;0;0;0;0;0;0;0;0;0;0;0;9000000;0;0;0;0;0;0;21
1500000;Android ;1;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
2450000;Semiconductors ;1;0;2450000;0;0;0;0;0;0;0;0;0;0;0;0;0;2450000;0;0;0;0;1;25
2100000;Biotechnology ;1;0;2100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
535000;Photo Sharing ;1;535000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2000000;Lifestyle ;2;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
22500;Health and Wellness ;1;0;22500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
5440000;Sales and Marketing ;2;0;4250000;0;0;1190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28
2000000;Health Care ;2;0;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1.50E+07;Software ;1;0;15000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
9200000;Health Care ;1;0;9200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
50000;Project Management ;1;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
200000;Clean Technology ;1;0;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
354000;Manufacturing ;1;0;354000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
300000;Utilities ;3;0;0;0;0;0;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
1.60E+07;Enterprise Software ;1;0;16000000;0;0;0;0;0;0;0;0;0;0;0;16000000;0;0;0;0;0;0;1;24
3000000;Hardware + Software ;1;0;3000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
2043272;Medical Devices ;4;0;0;0;0;0;1314000;729272;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1.40E+07;Software ;1;0;14000000;0;0;0;0;0;0;0;0;0;0;0;14000000;0;0;0;0;0;0;1;27
5500000;Information Technology ;1;0;5500000;0;0;0;0;0;0;0;0;0;0;0;0;5500000;0;0;0;0;0;1;20
8250000;Data Security ;4;0;8250000;0;0;0;0;0;0;0;0;0;0;1250000;5500000;0;0;0;0;0;0;1;17
510000;Health and Wellness ;1;0;510000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
50000;Business Services ;1;0;0;0;0;0;0;0;50000;0;0;0;0;0;0;0;0;0;0;0;0;1;14
779570;Video ;1;0;0;0;0;779570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
500000;Software ;1;0;500000;0;0;0;0;0;0;0;0;0;0;500000;0;0;0;0;0;0;0;1;32
1.00E+08;Clean Technology ;1;0;0;0;0;0;0;0;100000000;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1500000;iOS ;1;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
8.63E+07;Security ;3;0;86250000;0;0;0;0;0;0;0;0;0;0;29000000;27250000;30000000;0;0;0;0;0;1;17
2450000;Biotechnology ;1;0;2450000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
1350000;Biotechnology ;2;0;1350000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28
5.85E+07;Biotechnology ;5;0;58489918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
4.91E+07;Health Care ;3;0;41000000;0;0;8100000;0;0;0;0;0;0;0;0;0;26000000;0;0;0;0;0;1;29
8300000;Health Care ;2;0;8300000;0;0;0;0;0;0;0;0;0;0;0;3300000;5000000;0;0;0;0;0;1;16
1.56E+08;Health Care ;13;0;145249914;0;0;11001000;0;0;0;0;0;0;0;5000000;12000000;0;0;21500000;43000000;40890114;0;1;23
3826650;Health and Wellness ;1;0;3826650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
483000;Biotechnology ;1;0;0;0;0;483000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
250000;Enterprise Software ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
4250000;Mobile ;1;0;4250000;0;0;0;0;0;0;0;0;0;0;4250000;0;0;0;0;0;0;0;1;15
3572737;Bioinformatics ;3;0;3572737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
4.25E+07;Biotechnology ;7;0;36107799;0;0;6364780;0;0;0;0;0;0;0;6000000;0;0;14100000;0;0;0;0;1;16
4937793;Biotechnology ;5;250000;1600000;0;0;3087793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
1500000;Biotechnology ;1;0;0;0;0;0;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
2.15E+07;Advertising ;1;0;21500000;0;0;0;0;0;0;0;0;0;0;0;0;21500000;0;0;0;0;0;1;16
287101;Health and Wellness ;1;0;287101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
1500000;Finance Technology ;1;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
3178867;Renewable Energies ;1;0;3178867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
230000;Online Shopping ;2;230000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1.20E+07;Clean Technology ;2;0;12000000;0;0;0;0;0;0;0;0;0;0;8500000;0;0;0;0;0;0;0;1;22
500000;Software ;2;0;0;0;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
2000000;Hardware + Software ;1;0;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
3.00E+07;Clean Technology ;1;0;30000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22
3.00E+07;Entrepreneur ;1;0;0;0;0;0;0;30000000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
100000;Clean Technology ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
8986925;Security ;1;0;0;0;0;0;0;0;8986925;0;0;0;0;0;0;0;0;0;0;0;0;1;14
5050000;Real Estate ;4;0;2400000;0;0;2650000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
3000000;Clean Technology ;1;0;3000000;0;0;0;0;0;0;0;0;0;0;3000000;0;0;0;0;0;0;0;1;14
9500000;Clean Technology ;1;0;9500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33
764058;Mobile ;4;0;764058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32
100000;E-Commerce ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
2000000;Clean Technology ;1;0;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
3.31E+07;Clean Technology ;5;0;29852300;0;0;3200363;0;0;0;0;0;0;0;0;14500000;0;0;0;0;0;0;1;18
704626;Comparison Shopping ;1;0;704626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
1.42E+07;Software ;6;580000;13613058;0;0;0;0;0;0;0;0;0;0;1015000;3250000;8250000;0;0;0;0;0;1;17
100000;E-Commerce ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
4.20E+07;Clean Technology ;1;0;42000000;0;0;0;0;0;0;0;0;0;0;0;42000000;0;0;0;0;0;0;1;33
1940000;Analytics ;4;1390000;0;0;0;0;550000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
