"funding_total_usd ";"name";"market ";"funding_rounds";"founded_at";"first_funding_at";"Statuts"
"8000000";"ObjectLabs";"Software ";2;2011-02-01 00:00:00;2011-05-01 00:00:00;0
"35750000";"ObjectVideo";"Software ";2;1998-01-01 00:00:00;2006-09-29 00:00:00;0
"8800000";"Oblong Industries";"Hardware ";2;2006-01-01 00:00:00;2007-12-06 00:00:00;0
"2300000";"OBMedical";"Health Care ";1;2012-01-01 00:00:00;2014-07-29 00:00:00;0
"144760181";"obopay";"Mobile ";6;2005-01-01 00:00:00;2006-03-08 00:00:00;0
"2450000";"Observable Networks";"Security ";1;2011-01-01 00:00:00;2014-05-30 00:00:00;0
"20000000";"ObserveIT";"Cloud Security ";1;2013-01-01 00:00:00;2013-12-09 00:00:00;0
"150000";"Obsorb";"Software ";2;2011-02-01 00:00:00;2011-05-01 00:00:00;0
"2000000";"Obvious";"Curated Web ";1;2006-01-01 00:00:00;2012-03-06 00:00:00;0
"23000000";"Ocarina Networks";"Storage ";2;2007-02-01 00:00:00;2009-02-25 00:00:00;0
"250000";"Occasion";"Software ";2;2013-08-21 00:00:00;2013-04-01 00:00:00;0
"8015000";"Occipital";"Software ";3;2008-08-01 00:00:00;2008-05-01 00:00:00;0
"2000000";"Ocean City Development";"Real Estate ";1;2005-05-15 00:00:00;2014-07-01 00:00:00;0
"65643735";"Ocean Power Technologies";"Energy ";2;1994-01-01 00:00:00;2009-11-01 00:00:00;0
"15000000";"Ocean Renewable Power Company";"Clean Technology ";2;2004-01-01 00:00:00;2010-09-10 00:00:00;0
"1700000";"Ocean's Halo";"Health Care ";1;2011-01-01 00:00:00;2013-11-12 00:00:00;0
"3040000";"Oceana";"Nonprofits ";2;2001-01-01 00:00:00;2014-02-20 00:00:00;0
"17000000";"Oceans Healthcare";"Health and Wellness ";1;2004-07-01 00:00:00;2013-01-29 00:00:00;0
"1000000";"Oceansblue Systems";"Software ";1;2009-01-01 00:00:00;2013-10-22 00:00:00;0
"540000";"OceanTailer";"Customer Service ";2;2014-01-01 00:00:00;2014-01-01 00:00:00;0
"1650000";"Ocho";"Social Network Media ";1;2012-12-25 00:00:00;2014-11-11 00:00:00;0
"1706573";"OCS HomeCare";"Biotechnology ";2;1997-01-01 00:00:00;2009-04-02 00:00:00;0
"635000";"Octane Lending";"Software ";3;2013-11-01 00:00:00;2013-12-01 00:00:00;0
"15000000";"Octavian";"Software ";2;2003-01-01 00:00:00;2005-06-01 00:00:00;1
"150000";"octoScope";"Consulting ";1;2006-01-01 00:00:00;2012-07-06 00:00:00;0
"150000";"Octovis, Inc.";"Health Care ";1;2014-03-01 00:00:00;2014-07-01 00:00:00;0
"1450000";"OcuCure Therapeutics";"Biotechnology ";4;2005-01-01 00:00:00;2010-06-17 00:00:00;0
"73300000";"Ocular Therapeutix";"Biotechnology ";6;2006-01-01 00:00:00;2009-06-24 00:00:00;0
"32305473";"Oculeve";"Biotechnology ";4;2011-01-01 00:00:00;2012-05-14 00:00:00;0
"1414665";"Oculis Labs";"Mobile Security ";2;2007-01-01 00:00:00;2010-02-02 00:00:00;0
"93400000";"Oculus VR";"Video Games ";3;2012-07-01 00:00:00;2012-08-01 00:00:00;0
"82269487";"OCZ Technology";"Enterprise Software ";4;2002-01-01 00:00:00;2010-04-06 00:00:00;0
"4000000";"Oddcast";"Advertising ";1;1999-01-01 00:00:00;2006-06-13 00:00:00;0
"13675000";"Oddz";"Technology ";2;2012-01-01 00:00:00;2013-11-01 00:00:00;0
"44000000";"oDesk";"Crowdsourcing ";4;2005-01-01 00:00:00;2006-04-25 00:00:00;0
"2800000";"Odilo";"Information Technology ";1;2011-01-01 00:00:00;2014-09-19 00:00:00;0
"3060000";"ODIN";"Health Care ";2;2002-11-09 00:00:00;2011-01-21 00:00:00;0
"2062743";"ODK Media";"Video Streaming ";1;2011-12-31 00:00:00;2014-04-01 00:00:00;0
"6300000";"Odyssey Thera";"Biotechnology ";2;2000-01-01 00:00:00;2010-03-17 00:00:00;0
"3250000";"Off & Away";"Travel ";2;2009-12-01 00:00:00;2010-05-03 00:00:00;0
"700000";"Off Track Planet";"Travel ";2;2009-07-15 00:00:00;2011-07-05 00:00:00;0
"120000";"OfferLounge";"Public Relations ";1;2008-01-01 00:00:00;2008-01-01 00:00:00;1
"4500000";"Offermatic";"Credit Cards ";2;2010-02-01 00:00:00;2010-12-01 00:00:00;0
"7000000";"Offermatica";"Software ";1;1996-01-01 00:00:00;2005-09-20 00:00:00;0
"1000000";"Offermobi";"Advertising ";1;2010-01-01 00:00:00;2011-02-01 00:00:00;0
"24548791";"Offerpop";"Internet Marketing ";4;2009-01-01 00:00:00;2010-10-20 00:00:00;0
"1300000";"OfferSavvy";"Advertising ";4;2012-06-01 00:00:00;2013-10-23 00:00:00;0
"15000000";"OfferUp";"Craigslist Killers ";1;2011-01-01 00:00:00;2014-12-01 00:00:00;0
"3500000";"OfferWire";"Security ";1;2003-01-01 00:00:00;2009-06-04 00:00:00;0
"1000000";"OfficeDrop";"Document Management ";1;2007-01-01 00:00:00;2011-04-01 00:00:00;1
"1000000";"OffiSync";"Collaboration ";1;2008-01-01 00:00:00;2010-09-03 00:00:00;0
"210000";"Offline Media";"Software ";3;2012-01-01 00:00:00;2012-08-27 00:00:00;0
"1258507";"Offsite Care Resources";"Biotechnology ";1;2007-01-01 00:00:00;2011-10-07 00:00:00;0
"525000";"OffSite VISION";"Security ";1;2013-01-01 00:00:00;2013-12-11 00:00:00;0
"250000";"Ofuz";"Freelancers ";1;2010-01-01 00:00:00;2009-02-01 00:00:00;0
"55000000";"Ogin";"Clean Technology ";1;2007-01-01 00:00:00;2013-12-19 00:00:00;0
"1000";"oGoing";"Networking ";1;2010-03-17 00:00:00;2014-10-01 00:00:00;0
"1500000";"OGPlanet";"Games ";1;2005-01-01 00:00:00;2006-10-30 00:00:00;0
"35000";"Ohana";"Software ";2;2012-06-18 00:00:00;2014-04-28 00:00:00;0
"2500000";"Ohana Companies";"Software ";2;2007-01-01 00:00:00;2013-11-13 00:00:00;0
"1500000";"Ohanae";"Data Security ";2;2007-01-01 00:00:00;2010-02-01 00:00:00;0
"100000";"OHK Labs";"Android ";1;2011-05-09 00:00:00;2011-09-01 00:00:00;0
"185000";"OhmData";"Services ";1;2013-03-01 00:00:00;2014-04-02 00:00:00;0
"37002388";"Oink";"E-Commerce ";8;2008-01-01 00:00:00;2012-04-26 00:00:00;0
"1500000";"Okanjo";"Cloud Infrastructure ";1;2011-01-01 00:00:00;2011-11-10 00:00:00;0
"6000000";"OkCupid";"Curated Web ";1;2003-01-01 00:00:00;2007-01-17 00:00:00;0
"549970";"OKDJ.fm";"Games ";1;2011-02-01 00:00:00;2013-06-12 00:00:00;1
"3000000";"OKpanda";"Education ";2;2012-11-01 00:00:00;2013-10-20 00:00:00;0
"155000000";"Okta";"Enterprise Software ";7;2008-12-01 00:00:00;2009-09-02 00:00:00;0
"6000000";"Olapic";"Content ";3;2010-11-25 00:00:00;2011-09-16 00:00:00;0
"5000000";"OleOle";"World Domination ";1;2006-12-01 00:00:00;2007-01-01 00:00:00;1
"50000";"Olfactor Laboratories";"Biotechnology ";1;2010-01-01 00:00:00;2010-06-18 00:00:00;0
"6500000";"Oligomerix";"Biotechnology ";3;2006-01-01 00:00:00;2012-04-23 00:00:00;0
"200000";"Olio Devices";"Consumer Goods ";2;2013-01-01 00:00:00;2014-05-27 00:00:00;0
"2071500";"Olive Medical Corporation";"Manufacturing ";3;2009-10-01 00:00:00;2009-10-21 00:00:00;1
"14000000";"Olive Software";"Software ";2;2000-01-01 00:00:00;2005-11-06 00:00:00;0
"271043";"OLIVERS Apparel";"Fashion ";1;2013-08-13 00:00:00;2013-09-13 00:00:00;0
"23250000";"Olo";"Restaurants ";4;2005-01-01 00:00:00;2005-01-01 00:00:00;0
"90000";"Olocity";"Hardware + Software ";1;2009-01-01 00:00:00;2009-12-31 00:00:00;0
"3175000";"Ology Media";"Interest Graph ";2;2011-06-01 00:00:00;2010-01-01 00:00:00;1
"62500";"Olomomo Nut Company";"Hospitality ";1;2008-01-01 00:00:00;2012-07-07 00:00:00;0
"1715000";"OLSET";"Online Travel ";4;2012-09-04 00:00:00;2013-10-07 00:00:00;0
"1000";"Olson Networks";"Enterprises ";1;2013-10-22 00:00:00;2013-10-22 00:00:00;0
"3150000";"OluKai";"Sports ";1;2005-01-01 00:00:00;2010-02-16 00:00:00;0
"28500000";"OLX";"E-Commerce ";4;2006-03-01 00:00:00;2007-09-01 00:00:00;0
"150000";"oLyfe";"Social Search ";1;2010-01-01 00:00:00;2010-11-01 00:00:00;0
"1950000";"Olympia Media Group";"Advertising ";3;2009-01-01 00:00:00;2013-10-27 00:00:00;0
"29470000";"Omada Health";"Education ";5;2011-01-01 00:00:00;2011-05-01 00:00:00;0
"256960";"Ombitron";"Internet of Things ";2;2013-01-01 00:00:00;2013-04-22 00:00:00;0
"185000";"Ombu";"Mobile ";2;2011-01-01 00:00:00;2012-03-15 00:00:00;1
"554508";"OmegaGenesis";"Software ";1;2008-01-01 00:00:00;2009-04-06 00:00:00;0
"980400";"Ometrics";"Hardware + Software ";1;2004-01-01 00:00:00;2009-06-18 00:00:00;0
"16600000";"OMGPOP";"Auctions ";5;2006-01-01 00:00:00;2006-08-02 00:00:00;0
"6800000";"Omicia";"Big Data ";1;2009-01-01 00:00:00;2014-01-06 00:00:00;0
"600000";"OMNI Retail Group";"Semantic Search ";1;2013-07-01 00:00:00;2014-03-01 00:00:00;0
"20801185";"Omni Water Solutions";"Clean Technology ";6;2010-01-01 00:00:00;2011-06-01 00:00:00;0
"23000000";"Omni-ID";"Hardware + Software ";2;2007-01-01 00:00:00;2009-02-09 00:00:00;0
"500000";"Omnia Media";"Advertising Networks ";1;2012-04-16 00:00:00;2014-03-12 00:00:00;0
"750000";"Omnicademy";"Social Media ";2;2010-03-17 00:00:00;2011-03-18 00:00:00;0
"800000";"Omnidrive";"Web Hosting ";1;2005-11-01 00:00:00;2006-12-01 00:00:00;1
"80587143";"OmniGuide";"Clean Technology ";6;2003-01-01 00:00:00;2008-05-01 00:00:00;0
"27500000";"OMNIlife science";"Hardware + Software ";1;1999-01-01 00:00:00;2014-04-09 00:00:00;0
"12209831";"Omnilink Systems";"Hardware + Software ";2;2003-01-01 00:00:00;2007-01-26 00:00:00;0
"586161";"OmniLync";"Software ";1;2011-01-01 00:00:00;2014-11-17 00:00:00;0
"15403710";"Omniox";"Biotechnology ";3;2006-01-01 00:00:00;2013-08-07 00:00:00;0
"5000000";"OmniPV";"Energy ";1;2000-01-01 00:00:00;2008-06-30 00:00:00;0
"10000000";"Omnireliant";"Fashion ";1;2006-01-01 00:00:00;2009-02-24 00:00:00;0
"140000";"OmniStrat";"Project Management ";1;2010-02-17 00:00:00;2011-03-01 00:00:00;0
"3300000";"OmniTrail Technologies";"Location Based Services ";1;2007-01-01 00:00:00;2014-01-01 00:00:00;0
"1439257";"Omnitrol Networks";"Software ";1;2005-01-01 00:00:00;2010-08-26 00:00:00;0
"25000000";"Omniture";"Software ";2;1996-01-01 00:00:00;2005-05-09 00:00:00;0
"550000";"OmniVec";"Biotechnology ";1;2013-01-01 00:00:00;2013-05-06 00:00:00;0
"3754369";"On Demand Therapeutics";"Biotechnology ";3;2008-01-01 00:00:00;2009-08-13 00:00:00;0
"15000000";"ON TARGET LABORATORIES";"Biotechnology ";1;2010-01-01 00:00:00;2014-03-11 00:00:00;0
"100000";"On The Net Yet";"Curated Web ";1;1998-11-28 00:00:00;1998-01-01 00:00:00;0
"1300000";"On The Run Tech";"Mobile ";1;2011-01-01 00:00:00;2012-11-22 00:00:00;0
"118584455";"On-Ramp Wireless";"Smart Grid ";6;2008-04-01 00:00:00;2009-08-06 00:00:00;0
"5240000";"On2 Technologies";"SaaS ";1;1992-01-01 00:00:00;2005-01-10 00:00:00;0
"8000000";"ON24";"Curated Web ";1;1998-01-01 00:00:00;2008-05-07 00:00:00;0
"150000";"OnAir Player";"Mobile ";1;2012-01-01 00:00:00;2013-03-08 00:00:00;0
"12600000";"Onapsis Inc.";"Security ";2;2009-09-01 00:00:00;2009-01-01 00:00:00;0
"10000";"Onarbor";"Publishing ";1;2014-05-14 00:00:00;2014-01-01 00:00:00;0
"13000000";"Onavo";"Mobile ";2;2010-01-01 00:00:00;2011-05-01 00:00:00;0
"6750000";"OnBeep";"Mobile ";2;2013-01-01 00:00:00;2013-08-14 00:00:00;0
"525000";"OncoFusion Therapeutics";"Biotechnology ";1;2012-01-01 00:00:00;2013-03-01 00:00:00;0
"3950000";"Oncolix";"Biotechnology ";3;2007-01-01 00:00:00;2011-08-17 00:00:00;0
"196249996";"OncoMed Pharmaceuticals";"Health Care ";3;2004-08-01 00:00:00;2008-11-04 00:00:00;0
"87966477";"Onconova Therapeutics";"Health Care ";4;1998-01-01 00:00:00;2010-03-04 00:00:00;0
"14400000";"OncoPep";"Biotechnology ";4;2010-01-01 00:00:00;2011-04-15 00:00:00;0
"1000000";"OnCore Biopharma";"Biotechnology ";1;2012-01-01 00:00:00;2014-10-03 00:00:00;0
"3648148";"Oncoscope";"Health Care ";3;2006-01-01 00:00:00;2010-05-18 00:00:00;0
"31163000";"OncoSec Medical";"Health Care ";4;2011-01-01 00:00:00;2011-07-01 00:00:00;0
"65000000";"OncoVista Innovative Therapies";"Biotechnology ";1;2004-01-01 00:00:00;2010-11-12 00:00:00;0
"8742387";"Ondax";"Hardware + Software ";4;2000-01-01 00:00:00;2005-01-24 00:00:00;0
"409000000";"OnDeck";"Credit ";8;2007-01-01 00:00:00;2006-01-01 00:00:00;0
"470000";"ONDiGO Mobile CRM";"Sales Automation ";3;2012-03-01 00:00:00;2013-01-01 00:00:00;0
"1500000";"Ondore";"Analytics ";1;2005-01-01 00:00:00;2013-03-13 00:00:00;0
"18000000";"Ondot Systems";"Mobile ";1;2011-01-01 00:00:00;2014-04-24 00:00:00;0
"1000000";"One Exchange Street";"E-Commerce Platforms ";2;2011-01-01 00:00:00;2012-04-09 00:00:00;0
"10000000";"One Hour Translation";"Translation ";1;2008-08-01 00:00:00;2014-01-06 00:00:00;0
"1150050";"One Inc.";"Mobile ";3;2011-08-01 00:00:00;2011-07-20 00:00:00;0
"225000000";"One Kings Lane";"Home & Garden ";6;2009-01-01 00:00:00;2009-12-06 00:00:00;0
"116500000";"One Medical Group";"Doctors ";6;2007-01-01 00:00:00;2007-01-01 00:00:00;0
"784000";"One Month";"Education ";2;2013-05-10 00:00:00;2013-03-01 00:00:00;0
"3750000";"One Season";"All Markets ";2;2007-06-01 00:00:00;2007-01-01 00:00:00;1
"176615";"One to the World";"Software ";1;2011-01-01 00:00:00;2013-02-22 00:00:00;0
"212500";"One Touch EMR";"Medical ";2;2010-09-15 00:00:00;2011-04-15 00:00:00;0
"14000000";"One True Media";"Curated Web ";2;2005-01-01 00:00:00;2006-06-12 00:00:00;0
"16700000";"One, Inc.";"Information Technology ";1;2005-01-01 00:00:00;2014-09-03 00:00:00;0
"20000";"One-Song";"Music ";1;2009-01-01 00:00:00;2009-06-01 00:00:00;1
"1375000";"One4All";"Humanitarian ";2;2011-02-01 00:00:00;2012-10-01 00:00:00;0
"20000";"OneAway";"Local ";1;2011-09-01 00:00:00;2011-09-01 00:00:00;0
"3000000";"OneBuild";"Real Estate ";1;2010-01-01 00:00:00;2010-12-22 00:00:00;0
"450000";"OneCubicle";"Networking ";1;2008-02-20 00:00:00;2008-08-01 00:00:00;0
"5000000";"OneEnergy Renewables";"Enterprise Software ";1;2009-01-01 00:00:00;2014-10-14 00:00:00;0
"720000";"OneFold";"Big Data ";1;2013-04-01 00:00:00;2014-02-05 00:00:00;0
"2345000";"oneforty";"Internet ";4;2009-03-31 00:00:00;2009-06-10 00:00:00;0
"900000";"OneGoodLove.com";"Curated Web ";1;2011-10-01 00:00:00;2013-08-30 00:00:00;0
"16000000";"OneHealth Solutions";"Game Mechanics ";2;2007-01-01 00:00:00;2010-07-28 00:00:00;0
"3000000";"Onehub";"File Sharing ";4;2007-10-15 00:00:00;2008-02-01 00:00:00;0
"17700000";"OneLogin, Inc.";"Enterprise Software ";2;2009-01-01 00:00:00;2010-06-24 00:00:00;0
"2770750";"OneMedNet";"Health Care ";1;2006-01-01 00:00:00;2011-01-12 00:00:00;0
"775000";"OneMorePallet";"Logistics ";3;2012-01-01 00:00:00;2013-11-01 00:00:00;0
"12800000";"OneNeck IT Services";"Consulting ";1;1997-01-01 00:00:00;2005-06-14 00:00:00;0
"365000";"Onepager";"B2B ";2;2011-02-01 00:00:00;2011-10-13 00:00:00;0
"14965000";"OnePIN";"Software ";7;2002-01-01 00:00:00;2007-06-07 00:00:00;0
"27300000";"OneRiot";"Brand Marketing ";3;2006-01-01 00:00:00;2006-01-01 00:00:00;0
"192249815";"OneRoof Energy";"Clean Technology ";9;2009-01-01 00:00:00;2011-09-22 00:00:00;0
"4000000";"OneRoomRate.com";"Curated Web ";2;2007-11-01 00:00:00;2008-01-01 00:00:00;1
"40000";"OneSeed Expeditions";"Travel ";1;2010-01-01 00:00:00;2012-07-18 00:00:00;0
"5125000";"OneSource Water";"Curated Web ";1;2004-01-01 00:00:00;2014-04-06 00:00:00;0
"11682151";"OneSpot";"Content ";5;2005-01-01 00:00:00;2006-01-01 00:00:00;0
"22450000";"Onestop Internet";"E-Commerce ";2;2003-01-01 00:00:00;2008-10-14 00:00:00;0
"41157036";"OneSun";"Clean Technology ";2;2009-01-01 00:00:00;2010-11-30 00:00:00;0
"1499998";"OneTok";"Software ";1;2011-01-01 00:00:00;2012-03-21 00:00:00;0
"1200000";"OneTrueFan";"Curated Web ";1;2010-07-01 00:00:00;2010-09-01 00:00:00;0
"1300000";"OneTwoSee";"Sports ";1;2010-01-01 00:00:00;2014-04-09 00:00:00;0
"5950000";"OneUp Sports";"Games ";3;2011-01-01 00:00:00;2013-11-01 00:00:00;0
"3300000";"Onevest";"Startups ";1;2014-01-01 00:00:00;2014-07-16 00:00:00;0
"630000";"OneWheel";"Hardware + Software ";2;2013-09-01 00:00:00;2014-01-28 00:00:00;0
"11851536";"OneWire";"Finance ";2;2007-01-01 00:00:00;2009-12-17 00:00:00;0
"800000";"OnFarm";"Analytics ";2;2012-01-01 00:00:00;2013-06-07 00:00:00;0
"26750000";"OnForce";"Enterprise Software ";3;2003-02-01 00:00:00;2006-01-12 00:00:00;0
"1400000";"OnGreen";"Finance ";1;2009-09-10 00:00:00;2010-11-09 00:00:00;0
"500000";"OnHand";"Consumer Electronics ";1;2010-01-01 00:00:00;2014-06-23 00:00:00;0
"3250000";"ONI Medical Systems, Inc.";"Health and Wellness ";5;1997-01-01 00:00:00;2008-03-27 00:00:00;0
"118000";"Onion Corporation";"M2M ";1;2013-12-01 00:00:00;2014-01-01 00:00:00;0
"7588999";"Onit";"Software ";5;2011-01-01 00:00:00;2009-10-15 00:00:00;0
"599705";"OnKure";"Biotechnology ";1;2011-01-01 00:00:00;2013-06-04 00:00:00;0
"1871810";"ONL Therapeutics";"Biotechnology ";2;2011-01-01 00:00:00;2014-07-02 00:00:00;0
"5000000";"Online Warmongers";"Games ";1;2009-01-01 00:00:00;2010-10-12 00:00:00;0
"2157896";"OnlineSheetMusic";"Music ";2;2011-01-01 00:00:00;2007-06-18 00:00:00;0
"56500000";"OnLive";"Games ";3;2002-01-01 00:00:00;2007-10-01 00:00:00;0
"3500000";"Only Natural Pet Store";"Pets ";1;2004-01-01 00:00:00;2011-09-16 00:00:00;0
"25000";"oNoise";"Audio ";1;2012-08-15 00:00:00;2014-03-10 00:00:00;0
"500000";"ONOSYS Online Ordering";"Software ";1;2003-08-13 00:00:00;2008-01-31 00:00:00;0
"400000";"Onovative";"Banking ";1;2013-01-01 00:00:00;2014-07-29 00:00:00;0
"360000";"OnRamp Digital";"News ";1;2012-01-01 00:00:00;2013-12-17 00:00:00;0
"27000000";"OnRequest Images";"Photo Editing ";3;2002-01-01 00:00:00;2005-09-09 00:00:00;1
"7700000";"Onset Financial";"Finance ";1;2008-11-03 00:00:00;2014-10-17 00:00:00;0
"3000000";"Onset Technology";"Mobile ";1;1997-01-01 00:00:00;2009-03-04 00:00:00;0
"14133008";"OnShift";"Health Care ";4;2008-01-01 00:00:00;2009-09-02 00:00:00;0
"1750000";"Onsite Care";"Health and Wellness ";1;2007-01-01 00:00:00;2013-02-21 00:00:00;0
"70250000";"ONStor";"Web Hosting ";4;2000-01-01 00:00:00;2005-06-02 00:00:00;0
"900000";"Onstream Media";"Curated Web ";1;1993-01-01 00:00:00;2010-09-24 00:00:00;0
"6000000";"OnSwipe";"Mobile ";3;2010-01-01 00:00:00;2011-01-13 00:00:00;0
"4500000";"Ontela";"Mobile ";2;2006-01-01 00:00:00;2006-11-10 00:00:00;0
"1036213";"OnTheGo Platforms";"Human Computer Interaction ";2;2012-05-30 00:00:00;2013-09-17 00:00:00;0
"210000";"OnTheRoad";"Facebook Applications ";1;2007-12-01 00:00:00;2007-12-01 00:00:00;0
"350000";"Ontodia";"Curated Web ";1;2011-10-25 00:00:00;2013-08-01 00:00:00;0
"100000";"OnTrack Imaging";"Biotechnology ";1;2006-01-01 00:00:00;2010-10-14 00:00:00;0
"502500";"OnTrak Software";"Software ";2;2004-01-01 00:00:00;2008-12-23 00:00:00;0
"6000000";"Ontuitive";"Software ";1;2001-01-01 00:00:00;2011-03-17 00:00:00;0
"18000000";"OnVantage";"Software ";1;2004-01-01 00:00:00;2006-01-17 00:00:00;0
"9250150";"Onward Behavioral Health";"Biotechnology ";1;2009-01-01 00:00:00;2012-02-28 00:00:00;0
"23903060";"Oodle";"Social Media ";4;2004-01-01 00:00:00;2006-05-01 00:00:00;0
"208000";"OOgave";"Hospitality ";1;2009-01-01 00:00:00;2011-01-04 00:00:00;0
"180000";"Oohly";"Digital Media ";1;2011-11-24 00:00:00;2014-03-24 00:00:00;0
"81312915";"ooma";"Peer-to-Peer ";7;2004-01-01 00:00:00;2005-01-01 00:00:00;0
"3615400";"Oomba";"Development Platforms ";4;2012-04-01 00:00:00;2011-12-19 00:00:00;0
"2010598";"Oomnitza";"Mobile ";2;2012-02-21 00:00:00;2012-02-21 00:00:00;0
"21470000";"Oorja Fuel Cells";"Clean Technology ";5;2004-01-01 00:00:00;2006-05-25 00:00:00;0
"1000000";"oort Inc";"Internet of Things ";1;2013-03-17 00:00:00;2014-07-23 00:00:00;0
"325000";"OOTU";"Semantic Web ";1;2007-01-01 00:00:00;2014-07-07 00:00:00;0
"122000000";"Ooyala";"Video ";7;2007-04-05 00:00:00;2007-06-01 00:00:00;0
"10100000";"Opal Labs";"Software ";2;2010-10-01 00:00:00;2013-11-25 00:00:00;0
"13041999";"Opanga Networks";"Mobile ";5;2005-01-01 00:00:00;2010-05-10 00:00:00;0
"500000";"Opargo";"Health and Wellness ";1;2013-01-01 00:00:00;2013-12-11 00:00:00;0
"2800000";"Opbeat";"Software ";3;2012-01-01 00:00:00;2012-05-01 00:00:00;0
"2650000";"OpDemand";"Enterprise Software ";3;2011-01-01 00:00:00;2011-08-01 00:00:00;0
"211459196";"OPE GEDC Holdings";"Health and Wellness ";1;2011-09-08 00:00:00;2011-10-26 00:00:00;0
"56700";"Opegi Holdings";"Hardware + Software ";1;2010-01-01 00:00:00;2011-07-01 00:00:00;0
"2450000";"Open Box Technologies";"Software ";2;2005-11-30 00:00:00;2005-11-30 00:00:00;0
"120250000";"Open English";"Education ";5;2006-07-13 00:00:00;2010-11-10 00:00:00;0
"2000000";"Open Garden";"Peer-to-Peer ";1;2011-02-11 00:00:00;2012-09-12 00:00:00;0
"35265";"Open Home Pro";"Mobile ";1;2010-05-17 00:00:00;2011-09-01 00:00:00;0
"14264323";"Open Kernel Labs";"Enterprises ";6;2006-01-01 00:00:00;2007-09-13 00:00:00;0
"10000000";"Open Lending";"Finance ";1;2000-01-01 00:00:00;2009-10-06 00:00:00;0
"2347000";"Open mHealth";"Health Care Information Technology ";4;2011-09-01 00:00:00;2011-09-01 00:00:00;0
"9000000";"Open Mile";"Automotive ";2;2011-02-23 00:00:00;2011-02-01 00:00:00;0
"135000";"Open Mobile Solutions";"Mobile ";1;2010-02-01 00:00:00;2012-05-03 00:00:00;0
"1100000";"Open Places";"Entertainment ";4;2008-03-01 00:00:00;2008-01-01 00:00:00;0
"19000000";"Open Road Integrated Media";"Advertising ";2;2009-01-01 00:00:00;2011-05-23 00:00:00;0
"25050000";"Open Silicon";"Semiconductors ";2;2003-01-01 00:00:00;2005-09-27 00:00:00;0
"264000";"Open Source Storage";"Software ";1;2001-01-01 00:00:00;2014-03-21 00:00:00;0
"1182000";"Open Wager";"Games ";1;2013-01-01 00:00:00;2014-01-14 00:00:00;0
"16000000";"OpenAir";"Software ";1;1999-01-01 00:00:00;2000-01-01 00:00:00;0
"5300000";"Openbucks";"Games ";3;2011-01-01 00:00:00;2011-04-13 00:00:00;0
"89003";"Openbuilds";"Hardware ";1;2012-11-22 00:00:00;2012-07-08 00:00:00;0
"1500000";"Opencare";"Health Care ";1;2011-01-01 00:00:00;2013-08-29 00:00:00;0
"700000";"OpenChime";"Local Search ";1;2010-09-01 00:00:00;2011-06-01 00:00:00;1
"40000";"OpenCurriculum";"Internet ";1;2012-01-01 00:00:00;2013-05-18 00:00:00;0
"5000";"OpenDesks, Inc.";"Software ";1;2011-06-24 00:00:00;2011-10-18 00:00:00;0
"51260000";"OpenDNS";"Security ";5;2005-11-01 00:00:00;2005-11-01 00:00:00;0
"300000";"opendorse";"Marketplaces ";1;2012-09-01 00:00:00;2013-06-30 00:00:00;0
"2000000";"OpenEd";"K-12 Education ";1;2012-08-01 00:00:00;2014-07-15 00:00:00;0
"10350001";"OpenExchange";"Enterprise Software ";3;2009-01-01 00:00:00;2011-11-17 00:00:00;0
"3000000";"OpenFeint";"Games ";1;2008-01-01 00:00:00;2010-10-21 00:00:00;0
